sweep,swept_value,method,n,m,n_experts,d,train_seconds,predict_seconds,peak_kib,smse,mnlpd,status,claimed_order,method_order,partition,ski_grid_budget,ski_axis_extent,ski_grid_points,notes,correctness_oracle,repetitions,threads,cpu_affinity,cpu_model,os,compiler,compiler_version,flags,build_seconds,fortml_commit,fortnum_commit,benchmark_commit,fortml_diff_sha256,driver_sha256,app_sha256,local_experts_sha256,ski_source_sha256
experts,16,rbcm,1024,64,16,1,1.23421600E-03,1.92307230E-02,6532.0,2.49507221E-02,-9.60200728E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",16,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,rbcm_clustered,1024,64,16,1,2.44680000E-03,1.92122890E-02,6540.0,2.26278893E-02,-1.04861084E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",17,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,grbcm,1024,64,16,1,5.27589000E-03,5.40546260E-02,7928.0,2.16233594E-02,-1.73923175E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29)",18,seeded_communication+contiguous_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,grbcm_clustered,1024,64,16,1,6.89747600E-03,5.36342030E-02,8732.0,2.06731183E-02,-1.73274879E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29); plus Lloyd partition O(I n M d)",19,seeded_communication+deterministic_lloyd_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,moe,1024,64,16,1,1.22577000E-03,1.95782180E-02,6736.0,1.08731433E-01,3.10799260E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B)",20,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,moe_clustered,1024,64,16,1,2.44948500E-03,1.93725500E-02,6580.0,9.27145011E-02,3.02590776E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B); plus Lloyd partition O(I n M d)",21,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,nle,1024,64,32,1,6.28104000E-04,1.60384280E-02,6432.0,4.56822752E-02,-1.46915161E+00,pass,O(M m0^3) = O(n m0^2) train (Sec. IV-A),8,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,nle_clustered,1024,64,32,1,1.70579400E-03,1.60356040E-02,6460.0,3.99298058E-02,-1.55626566E+00,pass,O(M m0^3) = O(n m0^2) train (Sec. IV-A); plus Lloyd partition O(I n M d),9,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,poe,1024,64,32,1,5.98778000E-04,1.56296380E-02,6284.0,2.79289887E-02,-1.68996004E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",10,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,poe_clustered,1024,64,32,1,1.72442900E-03,1.63013040E-02,6440.0,2.79715345E-02,-1.69980251E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",11,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,gpoe,1024,64,32,1,6.43733000E-04,1.62373930E-02,6216.0,2.76095991E-02,-1.49491642E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",12,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,gpoe_clustered,1024,64,32,1,1.63406900E-03,1.58355560E-02,6360.0,2.89273358E-02,-1.49429580E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",13,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,bcm,1024,64,32,1,6.51849000E-04,1.61248210E-02,6476.0,2.60669083E-02,-1.73036815E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",14,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,bcm_clustered,1024,64,32,1,1.72066200E-03,1.58703520E-02,6544.0,2.72080114E-02,-1.72241049E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",15,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,rbcm,1024,64,32,1,6.43121000E-04,1.61531340E-02,6288.0,2.77823305E-02,-1.14710720E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",16,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,rbcm_clustered,1024,64,32,1,1.74438600E-03,1.62046110E-02,6360.0,2.91813540E-02,-1.13307214E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",17,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,grbcm,1024,64,32,1,2.56037400E-03,3.82506890E-02,7120.0,2.95417048E-02,-1.52581670E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29)",18,seeded_communication+contiguous_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,grbcm_clustered,1024,64,32,1,3.63037000E-03,3.82270240E-02,7320.0,2.86024164E-02,-1.55729534E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29); plus Lloyd partition O(I n M d)",19,seeded_communication+deterministic_lloyd_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,moe,1024,64,32,1,6.34516000E-04,1.60203140E-02,6332.0,2.22783016E-01,5.14237668E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B)",20,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,32,moe_clustered,1024,64,32,1,1.70664500E-03,1.56361500E-02,6392.0,2.02144087E-01,5.14105091E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B); plus Lloyd partition O(I n M d)",21,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
